,match_id,first_team_score,second_team_score,first_team_win_probability,first_team_id,second_team_id,first_team_rating,second_team_rating
9969,6393008212,46,28,0.6581742995322787,8571960,8435977,1192.0,1105.0
9970,6393004100,22,16,0.4663650594861948,6209804,6209166,1238.0,1247.0
9971,6392957227,25,37,0.3532297643878993,8606358,8533458,1126.0,1170.0
9972,6392915248,35,16,0.4474298808388758,6209804,6209166,1235.0,1250.0
9973,6392913975,46,28,0.6438263118070753,8571960,8435977,1190.0,1107.0
9974,6392833283,19,34,0.46327143809263516,6209804,6209166,1237.0,1247.0
9975,6392805840,37,22,0.6286838970194286,8571960,8435977,1188.0,1110.0
9976,6392793741,0,1,0.4442234340320286,6209804,6209166,1234.0,1250.0
9977,6392675900,27,34,0.24476644003743542,8118983,726228,1093.0,1187.0
9978,6392611389,12,30,0.25282623623194556,8118983,726228,1094.0,1185.0
9979,6392530255,15,18,0.7716655911385608,726228,8118983,1190.0,1089.0
9980,6392259024,22,53,0.5275915449500447,8375259,7298091,1137.0,1128.0
9981,6392186182,48,26,0.5094301253796216,8375259,7298091,1134.0,1131.0
9982,6391558228,22,16,0.6695085355919879,8605863,8112124,1206.0,1164.0
9983,6391398493,47,32,0.6008797993723081,8606358,8546012,1145.0,1106.0
9984,6391370895,30,32,0.6033625580856044,8390848,8112124,1188.0,1161.0
9985,6391251371,8,27,0.4354851932079984,8390848,8605863,1190.0,1203.0
9986,6391027601,18,39,0.3786495547670472,8244493,8214850,1206.0,1250.0
9987,6391003247,52,33,0.6239924999120865,8571960,8435977,1186.0,1108.0
9988,6390929704,19,24,0.5450533859164013,8214850,350190,1252.0,1240.0
9989,6390925638,49,32,0.7924645518371389,8533458,8571253,1193.0,1091.0
9990,6390906691,16,30,0.6507371237389667,8571960,8435977,1189.0,1102.0
9991,6390899148,23,39,0.4966580025428654,8261500,6209166,1234.0,1247.0
9992,6390858232,17,32,0.21378900453806504,8571253,8533458,1092.0,1192.0
9993,6390812278,31,24,0.6357814346224111,8571960,8435977,1187.0,1105.0
9994,6390801789,24,36,0.5224661144141676,6209166,8261500,1250.0,1231.0
9995,6390795348,38,37,0.5717235782874357,350190,8244493,1237.0,1209.0
9996,6390730894,12,28,0.4956609790377021,8261500,6209166,1234.0,1248.0
9997,6390638019,37,55,0.47300291776064096,8571960,8572181,1190.0,1201.0
9998,6390571192,28,19,0.28569680184497304,6209166,15,1244.0,1309.0
9999,6390549762,34,23,0.509948148142806,8572181,8571960,1199.0,1192.0
10000,6390481538,39,36,0.26316865491518426,6209166,15,1240.0,1312.0
10001,6390477115,30,18,0.4716878387263226,8571960,8572181,1190.0,1202.0
10002,6390424153,26,12,0.7286301018682637,15,6209166,1311.0,1241.0
10003,6390228627,8,36,0.37958587204143457,8254400,7391077,1198.0,1232.0
10004,6390159170,47,32,0.6070865331903572,7391077,8254400,1229.0,1200.0
10005,6390017781,30,8,0.5023875403756892,7119077,8131728,1165.0,1158.0
10006,6389932966,34,6,0.4818875640867488,7119077,8131728,1162.0,1161.0
10007,6389875977,44,22,0.5397984434611923,6209166,5,1239.0,1229.0
10008,6389790676,12,36,0.6548088576413219,1838315,2586976,1246.0,1186.0
10009,6389777564,42,16,0.523592761660532,6209166,5,1236.0,1232.0
10010,6389696277,51,6,0.645947934101156,8291895,7554697,1272.0,1229.0
10011,6389681114,19,12,0.4578574660214636,5,6209166,1229.0,1239.0
10012,6389594620,28,14,0.5624096728982273,8291895,1838315,1269.0,1248.0
10013,6389559274,47,26,0.7732272446678399,8533458,8449479,1191.0,1090.0
10014,6389540059,0,0,0.5465626497033389,8291895,1838315,1267.0,1250.0
10015,6389494746,34,12,0.26203460049125116,8261500,15,1229.0,1315.0
10016,6389456074,29,53,0.34610244352331854,8449479,8533458,1130.0,1189.0
10017,6389434838,31,8,0.4704694903402984,7118032,8261774,1144.0,1180.0
